Monture_ID,Marque,Modele,Type,Forme,Materiau,Couleur,Taille,Prix (€),Style,Stock
MON10514,Oakley,tC096,Invisible,Rectangulaire,Metal,Dore,58-17-140,257.03,Business,48
MON10515,Chanel,cF271,Cerclee,Papillon,Plastique,Rouge,55-15-150,261.88,Sport,7
MON10516,Persol,YN650,Cerclee,Aviateur,Plastique,Rouge,51-18-136,232.0,Casual,11
MON10517,Chanel,cR361,Cerclee,Ronde,Metal,Argent,52-19-130,108.17,Business,35
MON10518,Gucci,wL033,Cerclee,Papillon,Metal,Bleu,58-14-134,82.01,Luxe,48
MON10519,Gucci,Je846,Cerclee,Aviateur,Metal,Argent,60-17-134,271.62,Business,5
MON10520,Gucci,Jl286,Semi-cerclee,Aviateur,Titane,Transparent,55-20-147,270.87,Sport,49
MON10521,Ray-Ban,SZ300,Cerclee,Ronde,Titane,Dore,57-18-147,88.14,Business,29
MON10522,Ray-Ban,Pp332,Cerclee,Aviateur,Plastique,Dore,59-16-134,383.61,Business,5
MON10523,Oakley,zF746,Semi-cerclee,Papillon,Metal,Rouge,59-17-144,199.44,Business,17
MON10524,Chanel,BZ589,Semi-cerclee,Aviateur,Plastique,Argent,56-20-136,72.7,Sport,3
MON10525,Persol,qa619,Invisible,Rectangulaire,Metal,Noir,56-14-138,118.3,Luxe,20
MON10526,Ray-Ban,DK569,Invisible,Ronde,Plastique,Dore,58-14-140,283.48,Sport,4
MON10527,Chanel,ZJ305,Invisible,Rectangulaire,Titane,Noir,57-17-141,93.84,Luxe,4
MON10528,Persol,ju768,Cerclee,Ronde,Plastique,Argent,58-20-149,234.97,Luxe,46
MON10529,Persol,Kq312,Semi-cerclee,Ronde,Metal,Rouge,54-16-140,370.26,Sport,21
MON10530,Gucci,od189,Invisible,Ronde,Titane,Bleu,54-16-146,104.85,Luxe,3
MON10531,Persol,zP164,Semi-cerclee,Aviateur,Metal,Argent,57-17-136,313.95,Casual,47
MON10532,Gucci,YX429,Cerclee,Ronde,Titane,Argent,54-15-146,282.06,Sport,37
MON10533,Ray-Ban,II722,Cerclee,Aviateur,Plastique,Bleu,54-16-138,257.66,Luxe,2
MON10534,Chanel,MV710,Cerclee,Rectangulaire,Titane,Transparent,55-14-132,89.18,Luxe,19
MON10535,Ray-Ban,ny457,Semi-cerclee,Aviateur,Plastique,Bleu,58-16-145,58.81,Sport,12
MON10536,Gucci,pu603,Semi-cerclee,Ronde,Metal,Noir,56-16-145,273.1,Sport,18
MON10537,Persol,RJ487,Cerclee,Ronde,Metal,Rouge,50-17-141,114.07,Business,42
MON10538,Ray-Ban,UO951,Cerclee,Papillon,Metal,Dore,59-16-131,58.21,Sport,14
MON10539,Chanel,Pu960,Invisible,Papillon,Titane,Transparent,55-17-146,111.55,Business,47
MON10540,Chanel,SZ016,Cerclee,Aviateur,Metal,Transparent,60-20-138,371.63,Business,11
MON10541,Oakley,YM750,Semi-cerclee,Rectangulaire,Plastique,Dore,50-19-141,457.24,Luxe,23
MON10542,Oakley,KY352,Semi-cerclee,Ronde,Plastique,Noir,58-17-132,117.84,Sport,23
MON10543,Persol,cN633,Cerclee,Rectangulaire,Titane,Argent,59-16-131,359.2,Casual,36
MON10544,Ray-Ban,To849,Semi-cerclee,Papillon,Plastique,Bleu,51-20-139,318.46,Sport,5
MON10545,Oakley,UI813,Cerclee,Rectangulaire,Metal,Transparent,51-16-139,333.67,Luxe,1
MON10546,Chanel,TK251,Semi-cerclee,Rectangulaire,Plastique,Bleu,60-14-149,151.31,Sport,7
MON10547,Oakley,tB987,Semi-cerclee,Rectangulaire,Plastique,Argent,50-15-150,140.57,Casual,2
MON10548,Oakley,sV579,Semi-cerclee,Ronde,Metal,Argent,50-18-140,294.85,Sport,4
MON10549,Chanel,OB624,Semi-cerclee,Rectangulaire,Titane,Argent,51-20-141,120.67,Business,7
MON10550,Persol,qx458,Semi-cerclee,Ronde,Metal,Dore,52-15-131,369.6,Luxe,43
MON10551,Gucci,om010,Semi-cerclee,Ronde,Metal,Noir,51-16-134,419.25,Luxe,40
MON10552,Chanel,gB840,Semi-cerclee,Ronde,Metal,Noir,51-17-139,281.68,Sport,35
MON10553,Persol,gb913,Cerclee,Rectangulaire,Titane,Argent,51-18-145,96.02,Business,4
MON10554,Chanel,Uo748,Semi-cerclee,Aviateur,Plastique,Dore,60-14-148,433.73,Casual,27
MON10555,Chanel,yS209,Semi-cerclee,Aviateur,Plastique,Transparent,59-17-134,326.72,Luxe,25
MON10556,Persol,jG969,Semi-cerclee,Papillon,Titane,Transparent,57-20-140,482.84,Casual,36
MON10557,Gucci,Gn858,Invisible,Ronde,Metal,Transparent,60-20-140,51.33,Business,11
MON10558,Ray-Ban,ut009,Invisible,Rectangulaire,Metal,Rouge,53-14-148,297.93,Casual,8
MON10559,Persol,ds143,Invisible,Aviateur,Plastique,Bleu,52-14-147,294.27,Business,40
MON10560,Persol,WL526,Cerclee,Aviateur,Titane,Argent,59-19-136,89.34,Sport,15
MON10561,Persol,yv495,Cerclee,Aviateur,Metal,Argent,54-17-150,53.17,Business,36
MON10562,Oakley,YO796,Invisible,Aviateur,Metal,Argent,54-17-133,339.17,Luxe,20
MON10563,Ray-Ban,qC584,Invisible,Papillon,Plastique,Dore,54-17-149,475.44,Luxe,40
MON10564,Gucci,Oq955,Semi-cerclee,Rectangulaire,Metal,Dore,51-18-141,148.15,Business,26
MON10565,Gucci,mn632,Cerclee,Papillon,Plastique,Noir,55-14-144,481.28,Luxe,35
MON10566,Gucci,iB268,Semi-cerclee,Aviateur,Plastique,Rouge,54-16-134,163.31,Luxe,45
MON10567,Persol,dO126,Cerclee,Aviateur,Plastique,Rouge,51-18-131,324.79,Casual,7
MON10568,Ray-Ban,Jj949,Cerclee,Aviateur,Metal,Dore,54-14-150,392.53,Business,45
MON10569,Ray-Ban,ZZ942,Invisible,Papillon,Metal,Rouge,53-15-140,261.08,Luxe,33
MON10570,Chanel,Ru192,Invisible,Rectangulaire,Plastique,Transparent,53-18-130,366.01,Luxe,39
MON10571,Gucci,xX177,Cerclee,Rectangulaire,Titane,Argent,54-16-146,104.85,Sport,14
MON10572,Persol,qQ105,Invisible,Aviateur,Titane,Bleu,54-14-133,167.98,Sport,0
MON10573,Ray-Ban,uK006,Semi-cerclee,Rectangulaire,Metal,Dore,50-17-135,207.11,Luxe,12
MON10574,Persol,ky788,Semi-cerclee,Aviateur,Metal,Transparent,59-17-132,252.2,Business,34
MON10575,Chanel,At434,Invisible,Ronde,Titane,Argent,53-20-135,216.15,Business,33
MON10576,Chanel,Sg634,Semi-cerclee,Papillon,Titane,Noir,54-18-148,283.92,Casual,13
MON10577,Gucci,Rg683,Cerclee,Ronde,Plastique,Noir,57-14-136,251.09,Luxe,34
MON10578,Persol,gj528,Cerclee,Aviateur,Plastique,Argent,52-19-133,317.05,Business,8
MON10579,Gucci,Ep129,Invisible,Papillon,Titane,Argent,58-20-136,352.17,Sport,44
MON10580,Ray-Ban,Lc841,Invisible,Ronde,Plastique,Rouge,55-17-150,210.92,Luxe,34
MON10581,Chanel,rM501,Semi-cerclee,Ronde,Titane,Dore,53-18-135,456.18,Luxe,4
MON10582,Oakley,ul165,Cerclee,Aviateur,Titane,Noir,53-19-150,119.23,Casual,9
MON10583,Oakley,Mc760,Semi-cerclee,Aviateur,Plastique,Dore,53-15-145,471.27,Business,2
MON10584,Ray-Ban,PJ105,Semi-cerclee,Aviateur,Plastique,Bleu,50-17-148,135.68,Business,0
MON10585,Gucci,za600,Semi-cerclee,Papillon,Metal,Noir,55-20-132,161.47,Sport,10
MON10586,Gucci,mO163,Cerclee,Papillon,Metal,Dore,51-15-147,163.57,Business,27
MON10587,Ray-Ban,JB424,Cerclee,Papillon,Titane,Transparent,55-20-148,320.77,Sport,44
MON10588,Ray-Ban,tx016,Invisible,Papillon,Metal,Argent,52-17-143,134.75,Casual,41
MON10589,Oakley,js535,Cerclee,Ronde,Titane,Bleu,51-18-142,91.3,Casual,19
MON10590,Gucci,Wj564,Semi-cerclee,Ronde,Metal,Argent,60-17-140,69.49,Business,15
MON10591,Ray-Ban,FQ577,Invisible,Rectangulaire,Metal,Noir,60-17-149,419.06,Luxe,36
MON10592,Chanel,FW783,Cerclee,Papillon,Metal,Dore,54-18-133,204.82,Luxe,20
MON10593,Persol,PX262,Semi-cerclee,Aviateur,Metal,Rouge,58-17-150,494.71,Luxe,37
MON10594,Persol,tB495,Invisible,Aviateur,Metal,Noir,55-17-147,193.63,Casual,31
MON10595,Persol,WW870,Invisible,Rectangulaire,Metal,Bleu,51-17-134,265.07,Business,47
MON10596,Gucci,fR538,Cerclee,Papillon,Metal,Argent,55-15-139,331.53,Sport,13
MON10597,Ray-Ban,kU058,Semi-cerclee,Rectangulaire,Metal,Transparent,52-17-144,118.96,Luxe,30
MON10598,Persol,fn137,Invisible,Rectangulaire,Metal,Transparent,58-14-134,334.03,Luxe,12
MON10599,Ray-Ban,wp681,Invisible,Rectangulaire,Plastique,Transparent,58-14-145,401.7,Sport,25
MON10600,Persol,cq334,Invisible,Aviateur,Metal,Rouge,50-18-145,402.88,Business,3
MON10601,Ray-Ban,Lz317,Semi-cerclee,Papillon,Plastique,Transparent,57-17-141,327.58,Luxe,19
MON10602,Gucci,nh655,Cerclee,Rectangulaire,Metal,Rouge,58-16-133,396.5,Business,26
MON10603,Gucci,dS329,Invisible,Papillon,Metal,Argent,50-19-148,451.86,Casual,2
MON10604,Ray-Ban,pI331,Semi-cerclee,Ronde,Titane,Bleu,53-15-142,257.47,Business,23
MON10605,Oakley,gJ118,Invisible,Ronde,Titane,Dore,59-14-134,140.28,Luxe,14
MON10606,Gucci,Zd348,Semi-cerclee,Rectangulaire,Titane,Transparent,51-16-150,320.75,Business,10
MON10607,Oakley,vm651,Cerclee,Papillon,Plastique,Transparent,51-18-144,314.71,Luxe,39
MON10608,Chanel,Hh366,Semi-cerclee,Ronde,Metal,Argent,58-19-147,369.77,Luxe,50
MON10609,Chanel,EN782,Invisible,Ronde,Plastique,Bleu,51-17-133,333.02,Sport,45
MON10610,Persol,QU877,Semi-cerclee,Rectangulaire,Titane,Transparent,59-16-133,331.44,Sport,9
MON10611,Ray-Ban,Fn177,Cerclee,Aviateur,Plastique,Rouge,54-20-134,453.2,Casual,14
MON10612,Oakley,PP737,Semi-cerclee,Rectangulaire,Titane,Rouge,51-16-150,425.13,Luxe,3
MON10613,Persol,rC196,Invisible,Papillon,Metal,Bleu,57-20-150,102.06,Casual,40
MON10614,Ray-Ban,wq162,Invisible,Papillon,Plastique,Noir,59-19-143,499.48,Casual,46
MON10615,Gucci,ys231,Invisible,Rectangulaire,Plastique,Transparent,59-20-139,185.74,Luxe,39
MON10616,Oakley,Wh238,Invisible,Papillon,Plastique,Argent,57-18-139,384.27,Business,33
MON10617,Persol,PJ513,Semi-cerclee,Papillon,Titane,Noir,57-14-149,157.54,Casual,9
MON10618,Chanel,Bd175,Semi-cerclee,Rectangulaire,Titane,Bleu,57-18-133,350.07,Luxe,45
MON10619,Persol,WU755,Cerclee,Rectangulaire,Plastique,Dore,52-15-132,326.64,Business,42
MON10620,Gucci,Dy708,Invisible,Ronde,Metal,Dore,55-19-133,91.94,Casual,33
MON10621,Oakley,JX038,Invisible,Rectangulaire,Metal,Argent,52-14-144,362.49,Sport,12
MON10622,Oakley,Gg675,Cerclee,Aviateur,Titane,Dore,51-17-140,472.77,Casual,18
MON10623,Chanel,Yv110,Semi-cerclee,Papillon,Metal,Dore,51-14-142,239.94,Sport,32
MON10624,Chanel,zr386,Invisible,Ronde,Metal,Dore,52-20-147,457.58,Casual,18
MON10625,Chanel,ZC630,Semi-cerclee,Aviateur,Metal,Bleu,53-19-132,162.36,Luxe,26
MON10626,Chanel,UX810,Invisible,Aviateur,Metal,Argent,57-14-137,487.13,Luxe,14
MON10627,Oakley,To818,Invisible,Papillon,Titane,Argent,57-15-137,216.89,Sport,35
MON10628,Chanel,Pg644,Semi-cerclee,Rectangulaire,Metal,Dore,60-20-150,103.71,Luxe,7
MON10629,Persol,VF331,Semi-cerclee,Aviateur,Metal,Bleu,53-18-131,399.92,Casual,25
MON10630,Chanel,tD966,Invisible,Aviateur,Metal,Noir,50-20-145,277.6,Luxe,8
MON10631,Ray-Ban,ah424,Cerclee,Rectangulaire,Titane,Transparent,51-15-132,97.03,Business,37
MON10632,Gucci,ix926,Cerclee,Ronde,Titane,Bleu,57-17-143,477.28,Business,35
MON10633,Gucci,Dc154,Invisible,Ronde,Plastique,Dore,60-20-143,156.77,Casual,36
MON10634,Ray-Ban,Gh898,Semi-cerclee,Rectangulaire,Plastique,Bleu,53-19-148,65.48,Sport,30
MON10635,Gucci,QD428,Semi-cerclee,Ronde,Plastique,Bleu,60-14-137,61.35,Casual,29
MON10636,Persol,Sn834,Semi-cerclee,Papillon,Metal,Dore,53-18-140,412.25,Luxe,11
MON10637,Gucci,eS565,Invisible,Rectangulaire,Metal,Argent,57-18-147,404.95,Luxe,14
MON10638,Chanel,XN420,Semi-cerclee,Aviateur,Titane,Rouge,55-19-147,95.63,Business,46
MON10639,Ray-Ban,Kw562,Cerclee,Papillon,Metal,Transparent,51-15-147,98.19,Casual,6
MON10640,Persol,je795,Semi-cerclee,Papillon,Plastique,Transparent,54-14-141,163.6,Luxe,38
MON10641,Gucci,vm862,Cerclee,Rectangulaire,Titane,Bleu,59-16-143,463.95,Sport,43
MON10642,Chanel,xh983,Invisible,Rectangulaire,Metal,Dore,51-15-134,140.43,Casual,41
MON10643,Persol,xf421,Invisible,Ronde,Plastique,Bleu,56-15-142,382.26,Business,3
MON10644,Oakley,Di464,Cerclee,Papillon,Titane,Dore,60-17-149,435.59,Business,15
MON10645,Gucci,gD849,Semi-cerclee,Aviateur,Plastique,Transparent,57-16-141,233.42,Casual,34
MON10646,Ray-Ban,kH541,Invisible,Papillon,Titane,Bleu,59-18-145,149.82,Sport,15
MON10647,Oakley,Sd953,Invisible,Aviateur,Plastique,Transparent,55-14-134,490.96,Luxe,10
MON10648,Persol,Nf601,Invisible,Papillon,Metal,Rouge,51-17-131,281.37,Luxe,19
MON10649,Chanel,xx673,Semi-cerclee,Aviateur,Titane,Dore,50-20-131,111.36,Luxe,17
MON10650,Persol,IP245,Cerclee,Rectangulaire,Plastique,Transparent,60-15-136,316.23,Business,44
MON10651,Persol,XY295,Cerclee,Ronde,Plastique,Dore,54-17-130,329.48,Luxe,32
MON10652,Ray-Ban,cJ842,Invisible,Rectangulaire,Metal,Argent,53-16-142,344.91,Sport,47
MON10653,Ray-Ban,MP963,Semi-cerclee,Papillon,Titane,Rouge,58-20-134,499.25,Business,37
MON10654,Gucci,kX910,Invisible,Papillon,Metal,Rouge,50-16-145,291.38,Casual,46
MON10655,Chanel,sB724,Invisible,Aviateur,Titane,Argent,58-14-141,346.83,Sport,40
MON10656,Gucci,Tw672,Invisible,Papillon,Metal,Noir,54-20-133,52.05,Casual,14
MON10657,Persol,DP386,Semi-cerclee,Aviateur,Metal,Rouge,51-19-133,275.76,Luxe,0
MON10658,Ray-Ban,hH086,Semi-cerclee,Ronde,Metal,Dore,58-19-130,54.5,Luxe,32
MON10659,Persol,el385,Invisible,Aviateur,Metal,Bleu,52-14-143,84.27,Sport,43
MON10660,Ray-Ban,aL962,Invisible,Ronde,Plastique,Transparent,50-20-144,170.16,Casual,4
MON10661,Oakley,Ou090,Cerclee,Rectangulaire,Metal,Dore,54-18-130,189.37,Luxe,6
MON10662,Gucci,Mu472,Cerclee,Aviateur,Plastique,Bleu,50-17-145,439.24,Luxe,21
MON10663,Ray-Ban,rd905,Cerclee,Rectangulaire,Titane,Rouge,51-16-139,111.63,Luxe,6
MON10664,Gucci,mU267,Invisible,Papillon,Metal,Argent,52-20-145,409.67,Luxe,2
MON10665,Ray-Ban,Go641,Cerclee,Aviateur,Plastique,Dore,50-19-140,414.41,Business,21
MON10666,Gucci,CJ040,Invisible,Rectangulaire,Titane,Argent,59-17-146,113.9,Business,48
MON10667,Oakley,vZ543,Invisible,Ronde,Metal,Argent,54-14-145,322.43,Casual,21
MON10668,Persol,jJ919,Cerclee,Aviateur,Metal,Argent,57-15-141,93.53,Luxe,2
MON10669,Chanel,hG347,Invisible,Ronde,Metal,Dore,55-17-134,231.74,Casual,14
MON10670,Ray-Ban,Qg305,Invisible,Aviateur,Metal,Dore,53-14-142,491.45,Casual,28
MON10671,Chanel,Qo222,Invisible,Ronde,Plastique,Noir,57-19-142,156.1,Business,41
MON10672,Persol,PQ613,Cerclee,Rectangulaire,Titane,Transparent,54-19-150,391.39,Sport,14
MON10673,Gucci,Db863,Invisible,Rectangulaire,Plastique,Argent,57-18-142,278.96,Casual,46
MON10674,Chanel,cy862,Semi-cerclee,Aviateur,Titane,Bleu,56-17-134,108.94,Sport,12
MON10675,Ray-Ban,ZM104,Invisible,Ronde,Plastique,Bleu,54-14-134,82.95,Luxe,37
MON10676,Oakley,Qe772,Invisible,Ronde,Titane,Dore,54-18-136,75.01,Casual,20
MON10677,Chanel,Bi742,Semi-cerclee,Aviateur,Plastique,Rouge,51-18-136,149.43,Business,47
MON10678,Oakley,hj949,Cerclee,Aviateur,Plastique,Dore,55-17-146,160.17,Sport,41
MON10679,Gucci,UB451,Invisible,Papillon,Metal,Argent,54-19-141,451.55,Sport,50
MON10680,Persol,ix350,Invisible,Rectangulaire,Metal,Argent,60-17-143,64.76,Business,18
MON10681,Oakley,JA830,Semi-cerclee,Aviateur,Plastique,Transparent,56-16-135,54.98,Business,46
MON10682,Chanel,aS478,Cerclee,Aviateur,Plastique,Noir,50-15-142,384.85,Sport,18
MON10683,Chanel,Xs447,Semi-cerclee,Ronde,Plastique,Rouge,53-19-150,188.82,Casual,28
MON10684,Chanel,Mp149,Cerclee,Rectangulaire,Titane,Noir,50-15-131,406.17,Business,14
MON10685,Chanel,yk696,Cerclee,Rectangulaire,Metal,Rouge,51-18-147,345.15,Luxe,2
MON10686,Gucci,dh287,Invisible,Papillon,Titane,Noir,59-18-144,83.75,Business,8
MON10687,Gucci,gS140,Cerclee,Papillon,Plastique,Argent,58-19-150,68.14,Sport,15
MON10688,Oakley,XZ645,Semi-cerclee,Ronde,Plastique,Transparent,50-14-134,266.97,Sport,18
MON10689,Oakley,Lr826,Cerclee,Aviateur,Plastique,Bleu,51-17-142,152.74,Luxe,49
MON10690,Gucci,QY063,Semi-cerclee,Rectangulaire,Plastique,Bleu,53-16-133,76.37,Casual,28
MON10691,Persol,gi471,Cerclee,Aviateur,Metal,Bleu,52-14-138,154.34,Luxe,19
MON10692,Oakley,HT382,Semi-cerclee,Papillon,Metal,Rouge,56-19-132,111.16,Business,0
MON10693,Chanel,Gj943,Invisible,Ronde,Plastique,Dore,59-19-130,64.45,Luxe,28
MON10694,Oakley,jr393,Invisible,Ronde,Plastique,Transparent,54-15-135,265.5,Luxe,37
MON10695,Chanel,sj624,Cerclee,Ronde,Titane,Noir,53-17-141,427.24,Casual,44
MON10696,Oakley,Ax045,Semi-cerclee,Aviateur,Titane,Transparent,58-20-133,369.2,Business,3
MON10697,Ray-Ban,Jq830,Invisible,Rectangulaire,Titane,Dore,60-19-150,213.26,Sport,36
MON10698,Persol,hB734,Invisible,Ronde,Plastique,Dore,51-14-147,338.63,Casual,18
MON10699,Oakley,HG169,Semi-cerclee,Aviateur,Titane,Argent,54-18-142,381.14,Business,0
MON10700,Persol,Tc033,Invisible,Papillon,Plastique,Noir,58-15-135,321.78,Luxe,8
MON10701,Oakley,aA996,Cerclee,Ronde,Plastique,Argent,50-14-131,384.71,Casual,43
MON10702,Persol,VS486,Cerclee,Ronde,Titane,Rouge,56-20-138,452.48,Sport,13
MON10703,Gucci,BO112,Invisible,Rectangulaire,Metal,Transparent,51-18-130,139.67,Sport,39
MON10704,Chanel,Gm278,Cerclee,Ronde,Plastique,Argent,55-15-146,273.15,Luxe,44
MON10705,Persol,Tm170,Cerclee,Papillon,Plastique,Bleu,59-14-148,57.59,Business,35
MON10706,Persol,vi788,Cerclee,Rectangulaire,Plastique,Dore,59-14-132,172.76,Sport,31
MON10707,Gucci,xY644,Semi-cerclee,Papillon,Titane,Dore,52-19-147,296.36,Sport,44
MON10708,Persol,tN039,Semi-cerclee,Ronde,Plastique,Dore,50-15-137,237.38,Casual,42
MON10709,Persol,lr820,Semi-cerclee,Papillon,Titane,Dore,52-16-139,430.47,Luxe,16
MON10710,Ray-Ban,YU144,Semi-cerclee,Rectangulaire,Titane,Dore,60-16-132,259.4,Luxe,37
MON10711,Oakley,oP565,Cerclee,Aviateur,Titane,Transparent,60-17-139,206.01,Sport,0
MON10712,Chanel,qR926,Semi-cerclee,Papillon,Titane,Transparent,59-15-137,182.93,Business,4
MON10713,Oakley,yj946,Semi-cerclee,Ronde,Titane,Rouge,58-17-147,326.39,Sport,40
MON10714,Persol,jo918,Invisible,Ronde,Titane,Dore,55-18-141,61.92,Sport,30
MON10715,Chanel,MK540,Cerclee,Papillon,Titane,Argent,57-18-148,344.19,Business,31
MON10716,Gucci,ch700,Semi-cerclee,Ronde,Titane,Rouge,60-16-149,347.46,Business,7
MON10717,Persol,KY947,Semi-cerclee,Rectangulaire,Metal,Rouge,52-17-146,469.77,Sport,16
MON10718,Persol,Ph145,Cerclee,Papillon,Plastique,Noir,60-19-143,179.96,Luxe,47
MON10719,Persol,Lu465,Cerclee,Papillon,Titane,Argent,60-18-137,152.97,Luxe,12
MON10720,Gucci,zZ463,Cerclee,Rectangulaire,Plastique,Noir,55-15-135,417.61,Sport,22
MON10721,Chanel,BA029,Invisible,Ronde,Metal,Bleu,53-17-144,210.31,Business,49
MON10722,Gucci,CQ891,Cerclee,Rectangulaire,Metal,Transparent,51-19-150,136.06,Sport,10
MON10723,Persol,Cw840,Invisible,Rectangulaire,Plastique,Rouge,54-15-149,199.17,Sport,20
MON10724,Oakley,kd231,Semi-cerclee,Papillon,Titane,Rouge,57-18-148,455.59,Casual,50
MON10725,Oakley,By803,Semi-cerclee,Rectangulaire,Plastique,Transparent,51-15-140,108.57,Luxe,47
MON10726,Chanel,Ey701,Invisible,Ronde,Titane,Rouge,59-15-140,471.43,Business,39
MON10727,Ray-Ban,Xk062,Semi-cerclee,Ronde,Metal,Noir,53-16-138,120.12,Sport,38
MON10728,Gucci,pg606,Invisible,Ronde,Metal,Argent,50-14-141,279.38,Luxe,46
MON10729,Ray-Ban,vB645,Invisible,Aviateur,Plastique,Rouge,53-15-136,302.16,Casual,23
MON10730,Chanel,Rk424,Cerclee,Rectangulaire,Titane,Dore,54-15-136,313.37,Business,20
MON10731,Gucci,jX989,Semi-cerclee,Aviateur,Plastique,Dore,55-14-142,404.94,Casual,48
MON10732,Oakley,dp336,Cerclee,Rectangulaire,Titane,Rouge,50-17-141,245.34,Luxe,33
MON10733,Chanel,Ui123,Semi-cerclee,Ronde,Plastique,Argent,59-20-149,349.84,Casual,21
MON10734,Chanel,Ja327,Cerclee,Aviateur,Metal,Transparent,54-15-147,171.24,Business,2
MON10735,Chanel,ry084,Semi-cerclee,Aviateur,Metal,Dore,50-15-134,476.99,Luxe,20
MON10736,Gucci,Tu709,Invisible,Ronde,Metal,Argent,50-16-146,369.94,Business,32
MON10737,Persol,GO279,Cerclee,Ronde,Metal,Rouge,60-15-142,482.76,Luxe,49
MON10738,Persol,fb875,Cerclee,Aviateur,Metal,Transparent,60-16-133,187.56,Sport,36
MON10739,Ray-Ban,nL534,Cerclee,Papillon,Plastique,Rouge,51-15-147,189.53,Business,46
MON10740,Persol,Sf672,Invisible,Rectangulaire,Plastique,Bleu,53-19-133,290.1,Luxe,17
MON10741,Persol,fY475,Cerclee,Papillon,Titane,Bleu,54-16-142,407.87,Sport,8
MON10742,Gucci,BV454,Cerclee,Aviateur,Metal,Dore,52-14-139,437.48,Casual,47
MON10743,Chanel,Zo714,Cerclee,Aviateur,Metal,Noir,52-16-139,457.17,Casual,30
MON10744,Persol,Vo921,Cerclee,Aviateur,Titane,Transparent,55-20-137,302.13,Luxe,34
MON10745,Oakley,AH925,Invisible,Papillon,Plastique,Transparent,55-20-131,442.06,Business,12
MON10746,Oakley,AF011,Cerclee,Aviateur,Metal,Dore,57-19-141,476.0,Sport,25
MON10747,Oakley,if667,Semi-cerclee,Papillon,Metal,Bleu,52-14-145,274.72,Casual,34
MON10748,Oakley,EZ257,Cerclee,Ronde,Titane,Bleu,51-20-143,58.76,Sport,2
MON10749,Ray-Ban,OQ611,Cerclee,Papillon,Plastique,Noir,60-14-135,313.24,Casual,28
MON10750,Persol,FY409,Cerclee,Aviateur,Titane,Noir,52-14-136,252.35,Casual,11
MON10751,Chanel,mI525,Semi-cerclee,Ronde,Plastique,Noir,52-17-133,211.39,Sport,45
MON10752,Gucci,bP902,Semi-cerclee,Aviateur,Metal,Argent,57-17-143,126.25,Sport,8
MON10753,Persol,Gb756,Semi-cerclee,Papillon,Titane,Bleu,51-16-138,210.75,Business,31
MON10754,Chanel,at622,Invisible,Aviateur,Titane,Transparent,55-17-136,345.46,Business,32
MON10755,Ray-Ban,pT781,Cerclee,Ronde,Titane,Transparent,54-17-144,113.12,Business,25
MON10756,Oakley,SV861,Semi-cerclee,Ronde,Titane,Bleu,58-16-142,385.84,Casual,27
MON10757,Oakley,zW836,Invisible,Papillon,Titane,Transparent,50-19-134,400.74,Casual,38
MON10758,Gucci,sT967,Invisible,Aviateur,Titane,Bleu,53-15-143,364.1,Sport,19
MON10759,Chanel,kk993,Semi-cerclee,Ronde,Plastique,Argent,57-16-149,421.35,Casual,19
MON10760,Oakley,md877,Semi-cerclee,Aviateur,Titane,Bleu,56-14-141,404.3,Luxe,30
MON10761,Oakley,oh040,Semi-cerclee,Papillon,Plastique,Argent,56-14-144,159.09,Casual,4
MON10762,Persol,wl403,Semi-cerclee,Rectangulaire,Plastique,Transparent,59-17-144,113.79,Business,30
MON10763,Oakley,mf431,Invisible,Papillon,Metal,Rouge,60-17-147,299.57,Casual,17
MON10764,Ray-Ban,JM309,Invisible,Papillon,Plastique,Bleu,51-20-143,311.12,Casual,49
MON10765,Persol,Og891,Invisible,Ronde,Metal,Dore,58-19-148,291.0,Casual,2
MON10766,Gucci,At777,Invisible,Ronde,Metal,Argent,56-20-131,117.48,Luxe,21
MON10767,Persol,DC530,Semi-cerclee,Rectangulaire,Plastique,Transparent,58-19-149,337.36,Sport,3
MON10768,Persol,jn113,Invisible,Rectangulaire,Metal,Noir,58-18-148,378.49,Casual,35
MON10769,Chanel,Uy895,Invisible,Rectangulaire,Titane,Noir,60-14-132,389.53,Casual,22
MON10770,Gucci,vr698,Cerclee,Aviateur,Plastique,Noir,56-19-138,312.09,Luxe,3
MON10771,Ray-Ban,QU011,Invisible,Aviateur,Titane,Dore,55-20-142,98.44,Sport,32
MON10772,Gucci,vR480,Invisible,Rectangulaire,Plastique,Bleu,57-20-144,470.09,Sport,8
MON10773,Ray-Ban,Pn537,Cerclee,Aviateur,Plastique,Noir,50-19-133,254.96,Business,39
MON10774,Chanel,Qu218,Semi-cerclee,Papillon,Titane,Rouge,53-14-149,223.59,Business,33
MON10775,Ray-Ban,iR614,Invisible,Aviateur,Metal,Noir,57-20-142,391.02,Business,39
MON10776,Oakley,jo232,Cerclee,Ronde,Metal,Rouge,55-14-141,408.93,Luxe,29
MON10777,Ray-Ban,qI574,Semi-cerclee,Aviateur,Plastique,Argent,56-16-137,162.59,Casual,37
MON10778,Oakley,kh875,Semi-cerclee,Aviateur,Plastique,Transparent,53-18-140,364.4,Business,27
MON10779,Oakley,DE724,Invisible,Papillon,Metal,Transparent,50-18-137,238.55,Sport,35
MON10780,Oakley,uS099,Invisible,Papillon,Plastique,Argent,56-18-150,284.66,Sport,44
